Ticket_ID,Customer_Email,Customer_Name,Topic,Channel,Agent_Name,CSAT_Score,Priority,Created_Date,Resolved_Date,Resolution_Hours,Status
TKT-96192,laura02@example.org,Wanda Kidd,,Email,Bot,4,Low,2025-07-08,2025-11-16,63.22,
TKT-85244,zarnold@example.org,Elizabeth Lawrence,Billing,,Stephanie,4,L,2025-06-08,2025-05-19,62.87,Escalated
TKT-85359,eric59@example.com,Julia Daniel,Refund,Chat,,4,,2025-01-14,2025-06-03,70.48,In Progress
TKT-63326,youngsydney@example.com,Seth Murphy,Refund,,Bradley,3,Urgent,2025-08-08,2025-07-30,6.03,Closed
TKT-55770,howardveronica@example.net,Kelly Taylor,Technical Support,Phone,,1,Med ,2025-06-25,2025-07-19,42.5,Resolved
TKT-66985,brittanypeterson@example.org,,Billing,Email,,2,Medium,2025-03-30,2025-02-03,35.24,Open
TKT-64833,,Ashlee Day,Login Issue,,Brenda,5,Med,2025-07-03,2025-02-11,63.75,In Progress
TKT-28825,tamaraross@example.net,Alexis Ramirez,Feature Request,Phone,,1,,2025-06-26,,7.61,Open
TKT-55895,cperez@example.com,Caleb Schultz,Login Issue,,,5,L,2025-09-18,2025-05-15,15.05,
TKT-31365,kjones@example.org,Jessica Deleon,,Phone,Bot,1,Urgent,2025-10-19,2025-10-17,4.71,
TKT-16986,,Mary Mercado,Refund,Phone,,4,Urgent,2025-02-27,2025-04-18,46.55,Closed
TKT-72903,richarddonald@example.net,Ronald Hartman,Feature Request,Pigeon Carrier,Jasmine,3,High,2025-09-17,2025-01-29,4.67,Resolved
TKT-16859,mryan@example.org,Gregory Rodriguez,Technical Support,Social Media,Claudia,4,Urgent ,2025-05-24,2025-05-22,61.84,Closed
TKT-33956,,Austin Hernandez,Billing,Social Media,Mary,2,H,,2025-02-23,35.66,In Progress
TKT-79947,darrell07@example.com,Sydney Jackson,Refund,Email,Vanessa,2,Medium,2025-05-31,2025-04-30,12.0,Escalated
TKT-82571,fperry@example.net,Heather Williams,Refund,,Bot,1,,2025-09-21,2025-10-16,33.63,Escalated
,gerald32@example.org,J̩nna Dodson,Login Issue,Chat,,2,Medium ,,2025-04-22,29.67,Escalated
,,Ricardo Long,Feature Request,Email,Andrew,,Urgent,2025-01-27,2025-07-28,33.96,In Progress
TKT-45132,bryan32@example.com,,Technical Support,Chat,,4,Med,2025-01-21,2025-05-31,10.3,Escalated
TKT-15957,charles59@example.org,Jeremy Carter,Billing,Chat,,2,H,2025-06-23,2025-06-04,15.89,Closed
TKT-58000,julie16@example.com,Sarah Elliott,Refund,Chat,Rebecca,2,High,2025-09-05,2025-01-26,,In Progress
TKT-56461,davenportnicholas@example.com,Mr. Melvin Day,Feature Request,Email,Rebekah,1,Med,2025-01-09,2025-03-12,55.69,Resolved
TKT-47072,martinezbrittany@example.com,Monica Wright,Feature Request,Pigeon Carrier,,2,High,2025-06-16,,44.1,In Progress
,elizabeth54@example.com,Ian Morrison,Technical Support,Email,,4,High,2025-08-05,2025-09-17,5.63,Escalated
TKT-69723,smithtodd@example.org,Marc Villa,,,Bonnie,2,Medium,2025-02-15,2025-01-30,31.51,Escalated
TKT-24938,josephmendoza@example.org,Krista Dean,Refund,Phone,Daniel,,Med,2025-05-22,2025-08-18,19.74,Open
TKT-75998,daniellenelson@example.net,,Billing,Chat,Sabrina,5,H,2025-09-18,2025-05-21,34.71,In Progress
TKT-62654,richard23@example.net,Emily Stout,Feature Request,Email,,5,Urgent,2025-02-08,2025-05-03,25.67,
,,Christine Church,,,,2,Med,2025-03-25,2025-03-23,63.47,Closed
TKT-91021,derekyang@example.org,Brandon Shea,Refund,Pigeon Carrier,,5,Urgent,2025-03-04,2025-03-11,33.66,Open
TKT-24431,rogerthompson@example.net,Jocelyn Contreras,,Email,Bot,5,Low,2025-08-29,2025-11-03,9.38,
TKT-72091,allentonya@example.net,Christopher Martin,Technical Support,Pigeon Carrier,Bot,2,Low,2025-10-07,2025-05-25,63.16,Resolved
TKT-60802,alexis12@example.com,Heather Wright,Refund,Chat,,1,H,2025-07-12,2025-04-29,17.64,Resolved
TKT-25779,heather44@example.net,Mr. Thomas Long,Login Issue,Social Media,Bot,,H,2025-01-10,2025-07-26,26.91,Closed
TKT-76397,raymondbrandt@example.com,Kurt Hunt,Login Issue,Email,James,,Med,2025-05-26,2025-06-22,21.42,Open
,dgibson@example.net,James Carroll,Billing,Email,Janice,2,Med,2025-07-16,2025-09-16,61.09,Open
TKT-46994,sserrano@example.com,Wayne Dominguez,Billing,Chat,Bot,1,Urgent,2025-04-29,2025-08-11,,Closed
TKT-56589,schultzthomas@example.com,Leon Mitchell,Technical Support,Pigeon Carrier,,1,High,2025-04-21,2025-08-22,28.12,Resolved
,gonzalezmichael@example.net,David Durham,Refund,Pigeon Carrier,,1,High ,2025-01-02,2025-10-22,32.48,In Progress
TKT-40471,veronica78@example.org,,Technical Support,Phone,Kathleen,,Medium,2025-03-13,2025-01-30,58.52,Escalated
,shortsamuel@example.net,Cheryl Ruiz,,Email,Bot,1,Med,2025-09-28,2025-08-17,,Closed
TKT-13549,rebeccadodson@example.net,Dr. Stephanie Martinez,Refund,,,5,H,2025-01-04,2025-10-20,-21.0,Escalated
TKT-69422,lsmith@example.com,Tyler Jenkins,Refund,Email,,1,Urgent,2025-11-16,2025-06-10,43.28,In Progress
TKT-42835,dpollard@example.org,William Davis,Feature Request,Email,,4,Med ,2025-02-22,2025-07-14,2.84,Escalated
TKT-60012,oanderson@example.com,,,Chat,Bot,3,High,2025-10-07,2025-07-13,38.9,In Progress
TKT-82340,kemptodd@example.com,Ashley Vazquez,Login Issue,,Bot,5,High,2025-03-02,2025-08-18,20.28,In Progress
TKT-55482,johnhall@example.net,Taylor Taylor,Refund,Email,Brian,2,L,2025-03-31,2025-03-05,23.69,Closed
TKT-68300,brandolph@example.org,Kendra Martinez,Feature Request,Social Media,,2,H,2025-01-13,2025-10-16,12.32,Closed
TKT-95080,brooksgary@example.com,Angela Ward,Refund,Social Media,Bot,1,H,2025-09-05,2025-07-12,10.28,Open
TKT-49139,jocoleman@example.net,Bryan Dawson,Billing,Pigeon Carrier,,2,L,2025-05-17,2025-10-27,26.46,In Progress
TKT-16929,gbarker@example.net,Andrew Cohen,Refund,Pigeon Carrier,,5,High,2025-07-10,2025-08-28,48.41,Resolved
TKT-82432,omar20@example.com,Stephanie Stout,Billing,Email,Melody,4,H,2025-04-22,2025-05-21,,Open
,,Lori Freeman,Refund,,,3,L,2025-11-11,2025-09-27,9.86,In Progress
TKT-85347,gcook@example.net,Caleb Thompson,Refund,Email,Jason,5,Low,2025-09-16,2025-03-09,23.61,In Progress
TKT-66174,frank81@example.org,Melanie Gonzalez,Feature Request,Chat,Bot,1,H,2025-04-25,2025-08-31,59.31,Closed
TKT-66923,powelljessica@example.org,Jennifer Moss,Refund,Social Media,Bot,4,L,2025-01-18,,,Resolved
TKT-72709,afleming@example.net,,Refund,,Bot,5,H ,2025-10-13,2025-03-14,7.62,Escalated
TKT-68601,,Andrew Jackson,Login Issue,Email,,,Urgent ,2025-06-07,2025-09-15,13.98,In Progress
TKT-86593,ulopez@example.org,,Refund,Email,Bot,3,Low,2025-11-05,2025-03-23,48.33,Escalated
TKT-63829,debra30@example.com,Jessica Williams,Feature Request,Social Media,Bot,2,Urgent,,2025-02-17,13.7,Escalated
TKT-25891,jamesdrake@example.org,Andrew Perez,,Pigeon Carrier,Felicia,2,Low,2025-02-09,,69.1,In Progress
TKT-22090,garciakelly@example.net,Ashley Robbins,Feature Request,Phone,Michael,5,Urgent,2025-05-13,2025-02-01,,Escalated
TKT-83764,brewernancy@example.org,Sarah Watson,Feature Request,Chat,Bot,2,H,2025-09-01,2025-10-15,69.34,Escalated
TKT-30318,kristinbailey@example.net,Mark H̩nsl̩y,Refund,Phone,,3,Low,,,32.07,Closed
TKT-61956,joehughes@example.net,Jason Walters,,Pigeon Carrier,,4,High,2025-08-22,2025-06-23,,Escalated
TKT-48960,olivia23@example.net,Thomas Garcia,Billing,Pigeon Carrier,,4,H,2025-08-13,2025-06-07,51.8,In Progress
TKT-46152,jameswarner@example.org,Martin Kelly,Technical Support,Social Media,Aaron,1,,2025-04-05,,36.6,Open
TKT-94144,zjensen@example.com,Lori Gilbert,Login Issue,Chat,Erin,1,,2025-11-17,2025-06-20,17.03,Open
TKT-83575,,Shawn Wilkinson,Technical Support,Phone,,3,Med,2025-06-22,2025-11-04,40.42,Closed
TKT-69622,bbernard@example.net,Tyler Wright,Refund,Phone,,2,L,2025-05-14,2025-06-11,46.25,In Progress
TKT-34141,kendrajohnson@example.net,,Billing,Social Media,,4,Medium,2025-07-01,2025-06-27,5.77,
TKT-13580,jorgesimpson@example.net,Lauren Smith,Technical Support,Email,,1,Med,2025-07-26,2025-07-02,68.97,Closed
TKT-55116,saundersmark@example.org,Karen Scott,Login Issue,Phone,,1,Medium,2025-10-13,2025-06-01,17.5,
TKT-63964,jessicanavarro@example.org,Erin Huffman,Billing,Pigeon Carrier,,1,High,,2025-11-20,44.66,Closed
TKT-23889,,Raymond Ruiz,Billing,Email,Bot,,,2025-01-22,2025-09-01,,Escalated
TKT-68961,sferrell@example.org,Steven Mcconnell,Billing,Phone,,3,Medium,2025-09-15,2025-03-15,12.84,Resolved
TKT-24616,emilygarcia@example.net,,Technical Support,Chat,Bot,4,L,2025-01-16,,34.38,Escalated
,jessicaayers@example.net,Jennifer Greene,Login Issue,Chat,Melissa,1,High,2025-09-20,2025-04-20,27.75,
TKT-78135,tanya94@example.org,Carol Scott,,Pigeon Carrier,Matthew,3,Med,2025-08-05,2025-07-14,5.98,Closed
TKT-39683,gina69@example.org,James Barnes,Feature Request,Email,Benjamin,1,Medium,2025-05-08,,24.57,
,williamskenneth@example.com,Christina Howe,Technical Support,Chat,,2,Urgent,2025-04-16,2025-11-24,20.93,
TKT-86382,wfrazier@example.net,Jeremy Wright,,Chat,Bot,3,,2025-01-16,2025-11-19,53.03,In Progress
TKT-71737,michelleleon@example.org,Connie Robinson,Feature Request,Phone,Bot,,High ,2025-07-21,,19.3,Escalated
TKT-76741,laura74@example.net,Tracy Pierce,Billing,Email,,3,Low,2025-05-01,2025-04-29,59.81,Open
TKT-71351,ashleykramer@example.com,Maria Coleman,,Chat,Bot,1,Med,2025-04-12,2025-07-22,2.88,
TKT-62702,,Gabriel Castillo,Login Issue,Social Media,Ariel,3,Med ,2025-11-17,2025-10-13,15.86,Closed
TKT-54063,lross@example.net,Kelly James,Feature Request,Pigeon Carrier,Christopher,2,High,2025-08-25,,1.91,Open
TKT-44809,theresatodd@example.com,John Higgins,Billing,Chat,Bot,1,Medium,2025-05-07,,5.13,In Progress
TKT-87282,derek25@example.com,Christopher Shepherd,Feature Request,Social Media,,1,L,2025-02-28,2025-11-22,,Closed
TKT-75107,frank64@example.net,,Feature Request,Phone,Billy,2,L,2025-07-22,2025-05-07,36.71,In Progress
TKT-71841,,Jamie Adams,Technical Support,Phone,Bot,1,Medium,2025-05-24,2025-06-04,2.77,In Progress
TKT-11412,walkervictor@example.org,,Login Issue,Email,,3,L,2025-03-29,2025-04-06,29.85,Escalated
,daniel20@example.com,Christine Dixon,Login Issue,Pigeon Carrier,Bot,5,Medium,2025-09-06,2025-01-20,36.97,In Progress
TKT-89687,laurenrodriguez@example.org,Ronald Duncan,Feature Request,Chat,,1,Urgent,2025-05-18,2025-02-03,54.4,
,cody50@example.org,Johnathan Roberson,Login Issue,,,3,L,2025-10-17,2025-02-15,59.46,Escalated
,daniel11@example.com,Jonathon Wilcox,Technical Support,Chat,,5,H,2025-03-01,2025-03-24,41.12,Resolved
,wilsonbrian@example.com,Brandy Smith,Billing,Email,Monica,1,Med ,2025-04-07,2025-11-02,64.5,Open
TKT-96775,fowlerheather@example.com,Chelsea Henderson,Technical Support,Chat,Natalie,5,Urgent,,2025-06-30,23.76,Open
TKT-74869,davidwade@example.com,Belinda Gonzales,Technical Support,,Bot,5,High,2025-05-09,2025-10-12,4.19,Resolved
TKT-29748,jasonpierce@example.org,Mr. Joseph York,Login Issue,,Rachel,1,High,2025-09-29,2025-05-16,0.6,Closed
TKT-59970,anthony69@example.org,Kyle Norman,Feature Request,Email,Lauren,1,L,2025-06-15,2025-10-08,45.96,Open
,elizabethfernandez@example.com,Robert Hernandez,Login Issue,Phone,,5,H,2025-01-30,2025-03-05,,Resolved
TKT-87172,tjohnson@example.com,Scott Moore,Technical Support,Social Media,Jose,3,Medium,2025-06-21,2025-07-28,57.97,Closed
TKT-50338,vhuang@example.com,Tiffany Brooks,Login Issue,Email,,2,Med,2025-07-13,,58.01,Resolved
TKT-43226,burkelisa@example.net,Marcus Horn,Feature Request,Email,,1,Med,2025-09-04,2025-07-07,61.85,Closed
TKT-74282,thomas20@example.com,Ashl̩y Banks,Refund,Chat,Jeffrey,2,High,2025-04-10,2025-01-15,37.3,Resolved
TKT-59343,deborah61@example.com,,Feature Request,Social Media,,4,H,2025-11-03,2025-02-09,51.71,Resolved
TKT-11355,,,Technical Support,Email,Bot,4,Low,2025-05-17,2025-11-14,11.64,Escalated
TKT-65429,perry90@example.net,Samantha B̩asl̩y,Login Issue,Chat,James,5,L,2025-09-14,2025-09-09,26.22,Closed
TKT-28187,atanner@example.org,Benjamin Casey,,Social Media,Bot,5,Med,2025-02-21,2025-05-17,18.99,Escalated
TKT-13636,rodgersdaniel@example.net,Henry Hodge,Technical Support,Chat,Sandra,3,,2025-08-06,2025-11-13,69.64,
TKT-81758,stephanieweaver@example.net,James Allen,Feature Request,Email,,3,Low,2025-03-22,2025-06-09,59.78,Closed
TKT-66074,trios@example.net,William Smith,Login Issue,Phone,Katie,4,Medium,2025-05-31,2025-11-01,1.36,In Progress
TKT-21911,christopher36@example.org,,Refund,Chat,Bot,3,H,2025-07-10,2025-04-16,63.91,In Progress
TKT-96835,santanajerry@example.net,Jaime Wilson,Refund,Pigeon Carrier,Donna,4,Urgent,2025-01-18,2025-09-03,47.74,Escalated
TKT-16929,jsmith@example.com,Matthew Brown,Technical Support,Pigeon Carrier,Bot,2,Med,2025-09-04,2025-09-02,46.35,Open
TKT-28940,jeff76@example.net,Lauren Christensen,Login Issue,Pigeon Carrier,,5,Medium,2025-01-23,2025-10-04,,Closed
TKT-97825,,Susan Spencer,Technical Support,,,1,Urgent,2025-10-07,2025-10-05,27.4,In Progress
TKT-13209,jacksondouglas@example.org,Todd Thomas,Technical Support,Email,Bot,3,Low,2025-05-14,2025-02-21,70.52,In Progress
TKT-39989,taylornancy@example.net,Caroline Munoz,Feature Request,Email,,1,Medium,,2025-06-23,65.95,
TKT-93913,kvillarreal@example.com,Christina Lopez,Login Issue,Email,Bot,4,Medium,2025-02-06,2025-06-23,,Escalated
TKT-81712,ramirezalyssa@example.org,Larry Cooper,Billing,Pigeon Carrier,,3,Medium,2025-09-19,2025-06-10,29.6,Resolved
TKT-90858,scott62@example.net,Brandon Merritt,Billing,Pigeon Carrier,Bot,2,Med,2025-02-02,2025-06-10,55.14,Open
TKT-93002,,Nicholas Jones,,Pigeon Carrier,,,Med,2025-05-07,2025-08-07,46.64,Resolved
TKT-92968,tabithajohnson@example.org,Phillip Torres,Technical Support,Pigeon Carrier,,3,Urgent ,,2025-05-14,37.54,Open
TKT-37633,jessica26@example.org,William Brown,Technical Support,Pigeon Carrier,,1,Med,2025-06-25,2025-08-31,45.07,Resolved
TKT-10359,,Tiffany Lee,Login Issue,Pigeon Carrier,,,Urgent ,2025-06-24,2025-10-20,31.58,In Progress
TKT-35680,emilyboyd@example.net,Kevin Smith,Technical Support,,Bot,4,High,2025-10-24,2025-02-06,0.69,In Progress
TKT-40459,christopher82@example.org,Marcus Gordon,Billing,Phone,,5,Low,2025-04-02,2025-10-10,4.15,Resolved
TKT-71484,,Chelsea Willis,,Email,,5,Medium,2025-05-31,2025-07-05,24.0,Escalated
TKT-98855,jamesmcclure@example.org,James Shaw,Billing,Social Media,,2,L,,2025-08-01,30.2,Open
,cramirez@example.com,Kristina Leach,Login Issue,Email,Edward,5,Medium ,2025-01-14,2025-02-03,68.49,Resolved
,nathanray@example.com,Dylan Velez,Login Issue,Phone,Bot,2,L,2025-07-16,2025-04-26,35.12,Closed
TKT-83901,ecombs@example.net,Gail S̩xton,Refund,Pigeon Carrier,Bot,1,Urgent,2025-04-09,2025-08-01,,In Progress
TKT-17279,elizabethbuchanan@example.net,Rachel Beck,Feature Request,Email,Bot,,H,2025-03-29,2025-11-27,35.45,Open
TKT-73024,wilsondarrell@example.net,Robert Davis,Technical Support,Email,Ashley,4,,2025-03-25,,33.91,Closed
,gregorychristopher@example.org,Brandy Lynch,Feature Request,Chat,Bot,1,Med,2025-11-04,,40.99,Resolved
TKT-15471,williamsbrittany@example.org,Michelle Blair,Technical Support,Pigeon Carrier,Bot,,,2025-03-10,2025-08-12,48.96,In Progress
TKT-15583,,Michelle Johnson,Billing,Chat,,4,L,2025-03-02,2025-07-23,44.48,Closed
TKT-33202,janetmcgee@example.org,Dr. Edward Lee,Refund,Phone,Bot,,H,2025-07-03,2025-06-20,39.81,Closed
TKT-48384,evansdarrell@example.com,Lauren Carter,Billing,Social Media,Bot,1,Urgent,2025-11-25,2025-05-11,5.08,Resolved
TKT-70473,bhicks@example.net,,Technical Support,Social Media,,3,,2025-07-20,2025-09-20,26.76,Open
TKT-93348,marcusortega@example.net,Edward Simpson,Feature Request,,Bot,3,Medium,2025-10-05,2025-09-01,2.19,
TKT-62127,joannefletcher@example.net,Nicole Carter,Billing,Pigeon Carrier,Alexandra,3,Med,2025-01-09,2025-06-09,36.61,Resolved
TKT-71381,sjoseph@example.net,J̩ffr̩y Ross,Technical Support,Pigeon Carrier,,2,Urgent,2025-06-10,2025-09-02,45.11,Escalated
TKT-73198,,Sheila Gray,Refund,Social Media,Bot,3,Urgent,2025-08-17,2025-04-03,53.66,Escalated
TKT-46842,rrodriguez@example.com,Shari Schultz,Technical Support,Chat,,5,,2025-06-25,,,In Progress
TKT-92468,spencerdenise@example.com,Robin Stone,Billing,Pigeon Carrier,,3,Medium,2025-10-28,2025-02-13,26.3,Closed
TKT-65145,kbush@example.com,David Stevens,Refund,Social Media,Bot,3,High,2025-07-12,2025-09-20,48.38,Resolved
TKT-97422,dustin47@example.com,Stephanie Sanford,Refund,Phone,,2,Low,,2025-03-01,21.5,Resolved
TKT-70847,,Vanessa Ramirez,Feature Request,Chat,Bot,3,Urgent,2025-05-27,2025-01-19,42.63,Open
TKT-55009,pamela39@example.org,Ana Perez,Technical Support,Email,Bot,3,Low,2025-02-21,2025-09-20,71.44,Escalated
TKT-80980,donald49@example.com,Mark Davis,Feature Request,Sociaal Mediaa,,1,Low,2025-04-10,,67.02,Closed
TKT-70537,humphreybecky@example.com,Emily Hill,Technical Support,Pigeon Carrier,Lindsay,2,,2025-02-16,2025-04-05,29.96,In Progress
TKT-92883,,,Feature Request,Phone,,2,Low,2025-01-13,2025-05-27,1.4,Open
TKT-96034,joanna99@example.net,,Login Issue,Pigeon Carrier,,4,Urgent,2025-10-24,2025-09-01,16.43,Open
,kristi93@example.com,,Refund,Phone,Richard,,High,2025-01-04,,36.11,
TKT-57578,annettelane@example.org,Natalie Thornton,Login Issue,Phone,Kayla,3,L ,2025-02-07,2025-02-14,10.24,Closed
TKT-85730,williamsbradley@example.net,Sandra Stephenson,Login Issue,Pigeon Carrier,,3,High,2025-11-09,2025-09-11,14.27,Closed
TKT-21503,aanderson@example.com,Laura Watson,,Pigeon Carrier,,4,H,2025-09-29,2025-05-26,58.58,Open
TKT-28147,villanuevazachary@example.net,Donald Brooks,Billing,Email,,2,Low,2025-10-02,2025-09-21,27.28,In Progress
TKT-29856,michaelhenderson@example.com,Jan̩ Mccall,Login Issue,,Bot,3,Low,2025-05-21,2025-08-03,46.07,Open
TKT-53788,osbornetheresa@example.com,Jessica Pope,Refund,Phone,,1,H,2025-08-27,2025-09-13,67.04,
TKT-37463,longrobert@example.com,Nicole Jones,Login Issue,,,2,,2025-01-10,2025-11-26,34.38,Resolved
TKT-87675,bwhite@example.com,Phillip Frazier,Billing,Chat,Julie,,High,,2025-09-12,21.03,Escalated
TKT-48105,patricia16@example.net,Joshua Martin,Billing,Email,Bot,,H,2025-06-25,2025-06-07,22.44,In Progress
,heather97@example.net,Deanna Knight,Refund,Phone,,,H,2025-05-23,2025-10-07,57.27,Escalated
TKT-75430,morganjason@example.com,Sabrina Brown,Technical Support,Pigeon Caarrier,Tammy,4,High,2025-08-03,2025-04-17,56.36,In Progress
TKT-44184,tnguyen@example.net,Heather Sanchez,Refund,,,,Medium,2025-04-18,2025-03-09,36.51,Resolved
TKT-71047,zgeorge@example.net,Jennifer Hart,Login Issue,Chat,Sophia,1,H,2025-03-25,2025-03-23,53.53,Closed
TKT-90742,miranda83@example.com,,Login Issue,Phone,Katherine,1,Medium,2025-06-21,2025-08-19,24.5,Closed
TKT-13085,patricia93@example.org,Nina Hunter,,Pigeon Carrier,,,High,2025-06-22,2025-07-02,40.06,Resolved
TKT-71239,ericgonzalez@example.com,,Login Issue,Pigeon Carrier,,1,Low,2025-07-31,2025-06-25,27.65,Closed
TKT-26468,turnerjuan@example.com,J̩rry Miranda,Billing,Chat,Richard,3,High ,2025-08-31,2025-12-01,53.05,
TKT-86154,gregoryblackburn@example.org,,,Email,Bot,1,Medium,,2025-08-19,22.36,Resolved
TKT-34856,jclark@example.com,Joseph Richardson,,Email,,,High,2025-03-21,2025-03-11,,In Progress
TKT-14912,kara60@example.org,Tracy Farrell,,Phone,,,L,2025-07-16,2025-04-15,25.98,Escalated
TKT-62224,johnwalton@example.net,Isaiah Roman,Feature Request,Social Media,Bot,5,Med,,2025-09-05,14.19,Closed
TKT-97078,tara54@example.net,,Technical Support,,Bot,3,High,2025-07-06,2025-04-02,17.71,Closed
TKT-58517,millerteresa@example.net,Wesley Stevens,Login Issue,Phone,Lauren,4,Med ,2025-09-24,2025-10-23,23.66,Escalated
TKT-47329,,Michael Rodriguez,Billing,Pigeon Carrier,Bot,,H,2025-09-13,,,Closed
TKT-34251,henry07@example.com,Amber Joyce,Billing,,Melissa,3,Low,2025-06-04,2025-08-08,58.77,Closed
TKT-96192,laura02@example.org,Wanda Kidd,,Email,Bot,4,Low,2025-07-08,2025-11-16,63.22,
TKT-28913,dawngreen@example.org,Alicia Campbell,Feature Request,,Bot,,L,2025-11-17,2025-07-29,58.81,Closed
TKT-79539,christine84@example.org,,,Email,Christine,2,Med,2025-11-12,2025-07-25,31.61,Open
,gouldtiffany@example.com,Pamela Lawson,Login Issue,Email,Sheryl,5,H,2025-08-10,2025-04-28,18.12,Escalated
TKT-23652,jenny22@example.org,Lisa Peterson,Refund,Phone,Bot,,H,2025-10-20,2025-07-13,7.04,Open
,newmanamy@example.net,Manuel Barber,,Social Media,Mary,2,High,2025-07-10,2025-07-22,23.84,In Progress
TKT-20272,larry06@example.org,Kristi Atkinson,Feature Request,Chat,Steven,2,Low,2025-06-17,2025-04-08,45.68,Open
TKT-34697,brownmichelle@example.net,David Parsons,,Pigeon Carrier,Bot,1,L ,2025-04-12,2025-02-28,15.93,Open
TKT-93798,zmoore@example.org,,Technical Support,Pigeon Carrier,,,Urgent,2025-10-17,2025-10-15,40.87,Escalated
TKT-95613,sfoley@example.org,Raymond Scott,Feature Request,Phone,,2,H,2025-09-13,2025-07-06,32.25,Escalated
TKT-14831,jennifer09@example.com,Bruce Sawyer,Refund,Chat,Cheryl,1,,2025-03-10,2025-08-04,37.52,Escalated
TKT-53619,lucerokristina@example.org,,Technical Support,,,2,Low ,2025-06-08,2025-07-21,,Escalated
TKT-85198,medwards@example.org,Vincent Adams,Feature Request,Phone,Bot,3,High,2025-06-01,2025-05-11,34.57,In Progress
TKT-76299,victor13@example.org,Ashley Lee,Login Issue,Social Media,Kyle,5,Medium,2025-02-26,2025-10-06,1.04,
TKT-10270,diazrichard@example.com,Shannon Herrera,Technical Support,Phone,,1,Low,,2025-08-13,5.04,Resolved
TKT-86772,randyhumphrey@example.net,Jonathan Brady,Refund,Phone,,4,Med ,2025-06-06,2025-04-20,9.73,Resolved
TKT-41922,garciascott@example.com,Clarence Lopez,Billing,Pigeon Carrier,Bot,5,Medium,2025-11-16,2025-11-14,14.95,Escalated
TKT-23007,jennifer59@example.com,David Walker,Billing,Email,Lance,4,H,2025-02-12,2025-10-22,26.51,Escalated
TKT-83982,wendy02@example.com,Jennifer Neal,Refund,Social Media,Michael,4,,2025-09-11,2025-07-23,70.06,Closed
TKT-42536,qcastillo@example.com,Jamie Campbell,Feature Request,Chat,Bot,5,Medium,2025-11-24,2025-09-20,45.27,Resolved
,lthompson@example.com,Frederick Brewer,Refund,Phone,Julia,,Low,,2025-01-05,60.81,
TKT-12567,karen27@example.net,Candace Mosley,Feature Request,Chat,John,,Urgent,2025-02-28,2025-02-21,11.2,Escalated
TKT-68063,stewartcrystal@example.com,Andrew Perez,Login Issue,Chat,Bot,1,High,,2025-05-18,50.42,In Progress
,,Zachary P̩rry,Feature Request,Pigeon Carrier,April,2,L,2025-10-13,2025-04-15,46.2,Open
TKT-82679,hayesjames@example.org,Thomas Bridges,,Chaat,Bot,2,L,2025-02-27,2025-02-25,68.31,Open
TKT-46451,rhonda41@example.com,Lisa Dougherty,Feature Request,,,4,L,2025-09-19,2025-06-12,50.9,Escalated
TKT-55624,carlbender@example.org,Carolyn Smith,Login Issue,Chat,Bot,5,Medium,2025-04-25,2025-02-20,68.75,Resolved
TKT-12161,colecameron@example.net,Mark Lopez,Billing,Phone,,2,L ,2025-09-11,2025-10-17,59.96,Closed
,peggygraham@example.org,Gregory Robinson,Refund,Chat,Kerry,4,Med,2025-07-20,,68.07,Escalated
TKT-85062,kristen44@example.org,Anna Estrada,Refund,Phone,Mary,5,Med ,2025-05-31,2025-10-10,8.78,
TKT-37464,zfitzgerald@example.org,Sarah Shaw,,Phone,Kristen,5,Urgent,2025-09-14,2025-09-12,10.33,Escalated
TKT-72558,jessicalara@example.com,Blake Knight,,Chat,Danny,2,Medium,2025-11-20,2025-09-11,,
TKT-43710,sharonwolf@example.com,Brian Palmer,Login Issue,Social Media,Jessica,,Urgent,2025-04-13,2025-05-03,26.23,
TKT-33298,joneskaren@example.org,,Technical Support,Email,Bot,5,Urgent,2025-02-08,2025-02-02,9.02,In Progress
TKT-24487,andrewbaldwin@example.net,Javier Lutz,Refund,Pigeon Carrier,,Happy,H,2025-05-23,2025-07-01,28.21,Resolved
TKT-23358,,Andrew Ortiz,Technical Support,Phone,Patricia,3,Low,2025-10-11,2025-11-26,21.03,Open
TKT-12026,harrispatrick@example.net,Jason Adams,Feature Request,Phone,,2,,2025-11-15,2025-01-09,4.66,In Progress
TKT-29576,hcastillo@example.com,Heather Santos,Technical Support,Chat,Charles,3,L,2025-03-22,2025-01-16,17.47,
TKT-48433,mhernandez@example.com,Joshua Wells,Billing,Social Media,Bot,2,L,2025-05-09,2025-11-30,14.98,Open
TKT-71274,chris30@example.net,Kimberly Snyder,Billing,,,,Medium,2025-04-30,2025-01-16,41.52,Escalated
,laurabaker@example.net,Chelsea Smith,Billing,Chat,Bot,3,Low,2025-09-08,2025-03-08,31.09,Escalated
TKT-60219,christina09@example.net,Todd Ochoa,Refund,Phone,Bot,3,Urgent,2025-03-04,2025-02-21,53.39,Escalated
TKT-51740,,Stephanie Gonzalez,Login Issue,Phone,Bot,1,High,,2025-09-18,8.72,Closed
TKT-47945,williamsondevin@example.net,Juan Walton,Refund,Pigeon Carrier,Mike,1,Med,2025-04-18,2025-11-24,23.13,Escalated
TKT-19963,,Victoria Michael,Technical Support,,Bot,4,High,2025-06-03,2025-01-27,28.56,Resolved
